doid_code	doid_name	lead_snp	reported_symbols	mlog_pvalue	date	pubmed_id	upstream_gene	downstream_gene	containing_genes	reported_genes	cases	controls	samples	high_confidence	lead_chrom	lower_coord	upper_coord	locus
DOID:0050156	idiopathic pulmonary fibrosis	rs111521887	MUC5B	12.0	2013-04-17	24429156				727897	542.0	542.0	1084.0	1	chr11	1201874	1348193	2
DOID:0050156	idiopathic pulmonary fibrosis	rs5743890	BRSK2	10.522878745280336	2013-04-17	24429156			54472	9024	542.0	542.0	1084.0	1	chr11	1216690	1332182	2
DOID:0050156	idiopathic pulmonary fibrosis	rs5743890	TOLLIP	10.522878745280336	2013-04-17	24429156			54472	54472	542.0	542.0	1084.0	1	chr11	1216690	1332182	2
DOID:0050156	idiopathic pulmonary fibrosis	rs5743890	MUC5B	10.522878745280336	2013-04-17	24429156			54472	727897	542.0	542.0	1084.0	1	chr11	1216690	1332182	2
DOID:0050425	restless legs syndrome	rs2300478	MEIS1	48.522878745280345	2011-07-14	21779176			4211	4211	922.0	1526.0	2448.0	1	chr2	66608457	66642095	0
DOID:0050425	restless legs syndrome	rs2300478	MEIS1	27.522878745280337	2007-07-18	17637780			4211	4211	401.0	1644.0	2045.0	1	chr2	66608457	66642095	0
DOID:0050425	restless legs syndrome	rs3104767	TOX3	18.045757490560675	2011-07-14	21779176			643714	27324	922.0	1526.0	2448.0	1	chr16	51094386	51209215	1
DOID:0050425	restless legs syndrome	rs3104767	BC034767	18.045757490560675	2011-07-14	21779176			643714		922.0	1526.0	2448.0	1	chr16	51094386	51209215	1
DOID:0050425	restless legs syndrome	rs3104767	TOX3	18.045757490560675	2011-07-14	21779176			643714	27324	922.0	1526.0	2448.0	1	chr16	51094386	51209215	1
DOID:0050425	restless legs syndrome	rs3104767	BC034767	18.045757490560675	2011-07-14	21779176			643714		922.0	1526.0	2448.0	1	chr16	51094386	51209215	1
DOID:0050425	restless legs syndrome	rs9357271	BTBD9	21.096910013008056	2011-07-14	21779176			114781	114781	922.0	1526.0	2448.0	1	chr6	38431448	38552018	2
DOID:0050425	restless legs syndrome	rs9296249	BTBD9	17.397940008672034	2007-07-18	17637780			114781	114781	401.0	1644.0	2045.0	1	chr6	38431448	38574540	2
DOID:0050425	restless legs syndrome	rs3923809	BTBD9	17.0	2007-07-19	17634447			114781	114781	306.0	15664.0	15970.0	1	chr6	38435691	38591542	2
DOID:0050425	restless legs syndrome	rs4626664	PTPRD	9.221848749616356	2008-07-27	18660810			5789	5789	628.0	1644.0	2272.0	1	chr9	9199143	9376910	3
DOID:0050425	restless legs syndrome	rs6747972	Intergenic	10.045757490560677	2011-07-14	21779176	54465	10438			922.0	1526.0	2448.0	1	chr2	67890717	67956923	4
DOID:0050425	restless legs syndrome	rs12593813	MAP2K5	22.0	2011-07-14	21779176			5607	5607	922.0	1526.0	2448.0	1	chr15	65820976	65927369	5
DOID:0050425	restless legs syndrome	rs12593813	SKOR1	22.0	2011-07-14	21779176			5607	390598	922.0	1526.0	2448.0	1	chr15	65820976	65927369	5
DOID:0050425	restless legs syndrome	rs12593813	LBXCOR1	15.0	2007-07-18	17637780			5607	390598	401.0	1644.0	2045.0	1	chr15	65820976	65927369	5
DOID:0050425	restless legs syndrome	rs12593813	MAP2K5	15.0	2007-07-18	17637780			5607	5607	401.0	1644.0	2045.0	1	chr15	65820976	65927369	5
DOID:0050425	restless legs syndrome	rs1975197	PTPRD	9.522878745280336	2011-07-14	21779176			5789	5789	922.0	1526.0	2448.0	1	chr9	8815715	8848043	6
DOID:0050425	restless legs syndrome	rs1975197	PTPRD	8.221848749616356	2008-07-27	18660810			5789	5789	628.0	1644.0	2272.0	1	chr9	8815715	8848043	6
DOID:0050589	inflammatory bowel disease	rs4743820	NFIL3	8.397940008672037	2012-11-01	23128233	6850	549		4783	12924.0	21442.0	34366.0	1	chr9	92944078	93164235	0
DOID:0050589	inflammatory bowel disease	rs4743820	NFIL3	8.397940008672037	2012-11-01	23128233	6850	549		4783	12924.0	21442.0	34366.0	1	chr9	92944078	93164235	0
DOID:0050589	inflammatory bowel disease	rs670523	MSTO1	10.221848749616356	2012-11-01	23128233			6016	55154	12924.0	21442.0	34366.0	1	chr1	153649050	154278068	1
DOID:0050589	inflammatory bowel disease	rs670523	RIT1	10.221848749616356	2012-11-01	23128233			6016	6016	12924.0	21442.0	34366.0	1	chr1	153649050	154278068	1
DOID:0050589	inflammatory bowel disease	rs670523	UBQLN4	10.221848749616356	2012-11-01	23128233			6016	56893	12924.0	21442.0	34366.0	1	chr1	153649050	154278068	1
DOID:0050589	inflammatory bowel disease	rs26528	EIF3C	21.0	2012-11-01	23128233			246778	8663	12924.0	21442.0	34366.0	1	chr16	28244383	28802631	2
DOID:0050589	inflammatory bowel disease	rs26528	IL27	21.0	2012-11-01	23128233			246778	246778	12924.0	21442.0	34366.0	1	chr16	28244383	28802631	2
DOID:0050589	inflammatory bowel disease	rs26528	NUPR1	21.0	2012-11-01	23128233			246778	26471	12924.0	21442.0	34366.0	1	chr16	28244383	28802631	2
DOID:0050589	inflammatory bowel disease	rs26528	RABEP2	21.0	2012-11-01	23128233			246778	79874	12924.0	21442.0	34366.0	1	chr16	28244383	28802631	2
DOID:0050589	inflammatory bowel disease	rs26528	SULT1A1	21.0	2012-11-01	23128233			246778	6817	12924.0	21442.0	34366.0	1	chr16	28244383	28802631	2
DOID:0050589	inflammatory bowel disease	rs26528	SULT1A2	21.0	2012-11-01	23128233			246778	6799	12924.0	21442.0	34366.0	1	chr16	28244383	28802631	2
DOID:0050589	inflammatory bowel disease	rs8049439	CCDC101	8.698970004336019	2009-11-15	19915574			11273	112869	2413.0	6158.0	8571.0	1	chr16	28245544	28903258	2
DOID:0050589	inflammatory bowel disease	rs8049439	CLN3	8.698970004336019	2009-11-15	19915574			11273	1201	2413.0	6158.0	8571.0	1	chr16	28245544	28903258	2
DOID:0050589	inflammatory bowel disease	rs8049439	EIF3C	8.698970004336019	2009-11-15	19915574			11273	8663	2413.0	6158.0	8571.0	1	chr16	28245544	28903258	2
DOID:0050589	inflammatory bowel disease	rs8049439	IL27	8.698970004336019	2009-11-15	19915574			11273	246778	2413.0	6158.0	8571.0	1	chr16	28245544	28903258	2
DOID:0050589	inflammatory bowel disease	rs8049439	NUPR1	8.698970004336019	2009-11-15	19915574			11273	26471	2413.0	6158.0	8571.0	1	chr16	28245544	28903258	2
DOID:0050589	inflammatory bowel disease	rs8049439	SULT1A1	8.698970004336019	2009-11-15	19915574			11273	6817	2413.0	6158.0	8571.0	1	chr16	28245544	28903258	2
DOID:0050589	inflammatory bowel disease	rs8049439	SULT1A2	8.698970004336019	2009-11-15	19915574			11273	6799	2413.0	6158.0	8571.0	1	chr16	28245544	28903258	2
DOID:0050589	inflammatory bowel disease	rs727088	CD226	8.301029995663981	2012-11-01	23128233			10666	10666	12924.0	21442.0	34366.0	1	chr18	65662625	65717567	3
DOID:0050589	inflammatory bowel disease	rs11879191	TYK2	17.69897000433602	2012-11-01	23128233			11140	7297	12924.0	21442.0	34366.0	1	chr19	10286234	10452276	4
DOID:0050589	inflammatory bowel disease	rs11879191	ICAM1	17.69897000433602	2012-11-01	23128233			11140	3383	12924.0	21442.0	34366.0	1	chr19	10286234	10452276	4
DOID:0050589	inflammatory bowel disease	rs11879191	PPAN-P2RY11	17.69897000433602	2012-11-01	23128233			11140	692312	12924.0	21442.0	34366.0	1	chr19	10286234	10452276	4
DOID:0050589	inflammatory bowel disease	rs6586030	C10orf58	15.045757490560675	2012-11-01	23128233			81619	84293	12924.0	21442.0	34366.0	1	chr10	82220126	82295607	5
DOID:0050589	inflammatory bowel disease	rs6586030	TSPAN14	15.045757490560675	2012-11-01	23128233			81619	81619	12924.0	21442.0	34366.0	1	chr10	82220126	82295607	5
DOID:0050589	inflammatory bowel disease	rs4836519	Intergenic	9.397940008672037	2012-11-01	23128233	100130265	133629			12924.0	21442.0	34366.0	1	chr5	129751451	130192671	6
DOID:0050589	inflammatory bowel disease	rs2111485	IFIH1	7.698970004336019	2012-11-01	23128233	2191	64135		64135	12924.0	21442.0	34366.0	1	chr2	162784392	162945636	7
DOID:0050589	inflammatory bowel disease	rs1801274	FCGR2A	37.698970004336026	2012-11-01	23128233			2212	2212	12924.0	21442.0	34366.0	1	chr1	159724261	159746369	8
DOID:0050589	inflammatory bowel disease	rs1801274	FCGR3A	37.698970004336026	2012-11-01	23128233			2212	2214	12924.0	21442.0	34366.0	1	chr1	159724261	159746369	8
DOID:0050589	inflammatory bowel disease	rs1801274	FCGR2B	37.698970004336026	2012-11-01	23128233			2212	2213	12924.0	21442.0	34366.0	1	chr1	159724261	159746369	8
DOID:0050589	inflammatory bowel disease	rs1801274	FCGR3B	37.698970004336026	2012-11-01	23128233			2212	2215	12924.0	21442.0	34366.0	1	chr1	159724261	159746369	8
DOID:0050589	inflammatory bowel disease	rs1801274	FCRLA	37.698970004336026	2012-11-01	23128233			2212	84824	12924.0	21442.0	34366.0	1	chr1	159724261	159746369	8
DOID:0050589	inflammatory bowel disease	rs1801274	HSPA6	37.698970004336026	2012-11-01	23128233			2212	3310	12924.0	21442.0	34366.0	1	chr1	159724261	159746369	8
DOID:0050589	inflammatory bowel disease	rs12946510	GSDMA	37.39794000867204	2012-11-01	23128233	2886	22806		284110	12924.0	21442.0	34366.0	1	chr17	35158633	35343243	9
DOID:0050589	inflammatory bowel disease	rs12946510	GSDMB	37.39794000867204	2012-11-01	23128233	2886	22806		55876	12924.0	21442.0	34366.0	1	chr17	35158633	35343243	9
DOID:0050589	inflammatory bowel disease	rs12946510	IKZF3	37.39794000867204	2012-11-01	23128233	2886	22806		22806	12924.0	21442.0	34366.0	1	chr17	35158633	35343243	9
DOID:0050589	inflammatory bowel disease	rs12946510	ORMDL3	37.39794000867204	2012-11-01	23128233	2886	22806		94103	12924.0	21442.0	34366.0	1	chr17	35158633	35343243	9
DOID:0050589	inflammatory bowel disease	rs12946510	ZPBP2	37.39794000867204	2012-11-01	23128233	2886	22806		124626	12924.0	21442.0	34366.0	1	chr17	35158633	35343243	9
DOID:0050589	inflammatory bowel disease	rs1292053	RPS6KB1	12.045757490560675	2012-11-01	23128233			51174	6198	12924.0	21442.0	34366.0	1	chr17	55156379	55400858	10
DOID:0050589	inflammatory bowel disease	rs1292053	TUBD1	12.045757490560675	2012-11-01	23128233			51174	51174	12924.0	21442.0	34366.0	1	chr17	55156379	55400858	10
DOID:0050589	inflammatory bowel disease	rs2488389	C1orf53	12.096910013008056	2012-11-01	23128233			163486	388722	12924.0	21442.0	34366.0	1	chr1	195609003	196089617	11
DOID:0050589	inflammatory bowel disease	rs2413583	APOBEC3G	32.39794000867204	2012-11-01	23128233	5155	6122		60489	12924.0	21442.0	34366.0	1	chr22	37989719	38065156	12
DOID:0050589	inflammatory bowel disease	rs2413583	ATF4	32.39794000867204	2012-11-01	23128233	5155	6122		468	12924.0	21442.0	34366.0	1	chr22	37989719	38065156	12
DOID:0050589	inflammatory bowel disease	rs2413583	TAB1	32.39794000867204	2012-11-01	23128233	5155	6122		10454	12924.0	21442.0	34366.0	1	chr22	37989719	38065156	12
DOID:0050589	inflammatory bowel disease	rs529866	LITAF	15.698970004336019	2012-11-01	23128233	5620	5619		9516	12924.0	21442.0	34366.0	1	chr16	11221016	11371764	13
DOID:0050589	inflammatory bowel disease	rs529866	RMI2	15.698970004336019	2012-11-01	23128233	5620	5619		116028	12924.0	21442.0	34366.0	1	chr16	11221016	11371764	13
DOID:0050589	inflammatory bowel disease	rs529866	SOCS1	15.698970004336019	2012-11-01	23128233	5620	5619		8651	12924.0	21442.0	34366.0	1	chr16	11221016	11371764	13
DOID:0050589	inflammatory bowel disease	rs7911264	Intergenic	7.522878745280337	2012-11-01	23128233	283014	3087			12924.0	21442.0	34366.0	1	chr10	94332643	94482696	14
DOID:0050589	inflammatory bowel disease	rs6920220	TNFAIP3	21.0	2012-11-01	23128233	391040	7128		7128	12924.0	21442.0	34366.0	1	chr6	138000928	138048197	15
DOID:0050589	inflammatory bowel disease	rs2266959	CCDC116	16.0	2012-11-01	23128233			7332	164592	12924.0	21442.0	34366.0	1	chr22	20246166	20328833	16
DOID:0050589	inflammatory bowel disease	rs2266959	MAPK1	16.0	2012-11-01	23128233			7332	5594	12924.0	21442.0	34366.0	1	chr22	20246166	20328833	16
DOID:0050589	inflammatory bowel disease	rs2266959	RIMBP3	16.0	2012-11-01	23128233			7332	85376	12924.0	21442.0	34366.0	1	chr22	20246166	20328833	16
DOID:0050589	inflammatory bowel disease	rs2266959	UBE2L3	16.0	2012-11-01	23128233			7332	7332	12924.0	21442.0	34366.0	1	chr22	20246166	20328833	16
DOID:0050589	inflammatory bowel disease	rs2266959	YDJC	16.0	2012-11-01	23128233			7332	150223	12924.0	21442.0	34366.0	1	chr22	20246166	20328833	16
DOID:0050589	inflammatory bowel disease	rs259964	CTSZ	12.0	2012-11-01	23128233			128611	1522	12924.0	21442.0	34366.0	1	chr20	57242738	57296714	17
DOID:0050589	inflammatory bowel disease	rs259964	ZNF831	12.0	2012-11-01	23128233			128611	128611	12924.0	21442.0	34366.0	1	chr20	57242738	57296714	17
DOID:0050589	inflammatory bowel disease	rs1042058	MAP3K8	10.221848749616356	2012-11-01	23128233			1326	1326	12924.0	21442.0	34366.0	1	chr10	30729322	30818190	18
DOID:0050589	inflammatory bowel disease	rs38904	Intergenic	8.0	2012-11-01	23128233	93655	100873192			12924.0	21442.0	34366.0	1	chr7	116676954	116704354	19
DOID:0050589	inflammatory bowel disease	rs10495903	Intergenic	11.096910013008056	2012-11-01	23128233			63892		12924.0	21442.0	34366.0	1	chr2	43304354	43717593	20
DOID:0050589	inflammatory bowel disease	rs10896794	CNTF	9.154901959985743	2012-11-01	23128233			9404	1270	12924.0	21442.0	34366.0	1	chr11	57931229	58191121	21
DOID:0050589	inflammatory bowel disease	rs10896794	LPXN	9.154901959985743	2012-11-01	23128233			9404	9404	12924.0	21442.0	34366.0	1	chr11	57931229	58191121	21
DOID:0050589	inflammatory bowel disease	rs941823	Intergenic	13.698970004336019	2012-11-01	23128233			646982		12924.0	21442.0	34366.0	1	chr13	39909866	39930853	22
DOID:0050589	inflammatory bowel disease	rs4656958	ARHGAP30	8.154901959985743	2012-11-01	23128233	55600	142683		257106	12924.0	21442.0	34366.0	1	chr1	159104246	159187984	23
DOID:0050589	inflammatory bowel disease	rs4656958	CD244	8.154901959985743	2012-11-01	23128233	55600	142683		51744	12924.0	21442.0	34366.0	1	chr1	159104246	159187984	23
DOID:0050589	inflammatory bowel disease	rs4656958	CD48	8.154901959985743	2012-11-01	23128233	55600	142683		962	12924.0	21442.0	34366.0	1	chr1	159104246	159187984	23
DOID:0050589	inflammatory bowel disease	rs4656958	F11R	8.154901959985743	2012-11-01	23128233	55600	142683		50848	12924.0	21442.0	34366.0	1	chr1	159104246	159187984	23
DOID:0050589	inflammatory bowel disease	rs4656958	ITLN1	8.154901959985743	2012-11-01	23128233	55600	142683		55600	12924.0	21442.0	34366.0	1	chr1	159104246	159187984	23
DOID:0050589	inflammatory bowel disease	rs4656958	SLAMF1	8.154901959985743	2012-11-01	23128233	55600	142683		6504	12924.0	21442.0	34366.0	1	chr1	159104246	159187984	23
DOID:0050589	inflammatory bowel disease	rs4656958	SLAMF7	8.154901959985743	2012-11-01	23128233	55600	142683		57823	12924.0	21442.0	34366.0	1	chr1	159104246	159187984	23
DOID:0050589	inflammatory bowel disease	rs4656958	USF1	8.154901959985743	2012-11-01	23128233	55600	142683		7391	12924.0	21442.0	34366.0	1	chr1	159104246	159187984	23
DOID:0050589	inflammatory bowel disease	rs907611	LSP1	9.522878745280336	2012-11-01	23128233			4046	4046	12924.0	21442.0	34366.0	1	chr11	1829808	1837172	24
DOID:0050589	inflammatory bowel disease	rs907611	TNNI2	9.522878745280336	2012-11-01	23128233			4046	7136	12924.0	21442.0	34366.0	1	chr11	1829808	1837172	24
DOID:0050589	inflammatory bowel disease	rs9557195	GPR18	13.698970004336019	2012-11-01	23128233				2841	12924.0	21442.0	34366.0	1	chr13	98581506	98863693	25
DOID:0050589	inflammatory bowel disease	rs9557195	GPR183	13.698970004336019	2012-11-01	23128233				1880	12924.0	21442.0	34366.0	1	chr13	98581506	98863693	25
DOID:0050589	inflammatory bowel disease	rs9557195	GPR18	13.698970004336019	2012-11-01	23128233				2841	12924.0	21442.0	34366.0	1	chr13	98581506	98863693	25
DOID:0050589	inflammatory bowel disease	rs9557195	GPR183	13.698970004336019	2012-11-01	23128233				1880	12924.0	21442.0	34366.0	1	chr13	98581506	98863693	25
DOID:0050589	inflammatory bowel disease	rs6062504	LIME1	23.0	2012-11-01	23128233			84619	54923	12924.0	21442.0	34366.0	1	chr20	61772239	61847383	26
DOID:0050589	inflammatory bowel disease	rs6062504	TNFRSF6B	23.0	2012-11-01	23128233			84619	8771	12924.0	21442.0	34366.0	1	chr20	61772239	61847383	26
DOID:0050589	inflammatory bowel disease	rs6062504	SLC2A4RG	23.0	2012-11-01	23128233			84619	56731	12924.0	21442.0	34366.0	1	chr20	61772239	61847383	26
DOID:0050589	inflammatory bowel disease	rs6062504	ZGPAT	23.0	2012-11-01	23128233			84619	84619	12924.0	21442.0	34366.0	1	chr20	61772239	61847383	26
DOID:0050589	inflammatory bowel disease	rs2315008	TNFRSF6B	14.045757490560675	2008-08-31	18758464			84619	8771	1011.0	4250.0	5261.0	1	chr20	61772239	61847383	26
DOID:0050589	inflammatory bowel disease	rs10761659	Intergenic	45.221848749616356	2012-11-01	23128233	22891	544			12924.0	21442.0	34366.0	1	chr10	64108492	64115570	27
DOID:0050589	inflammatory bowel disease	rs4845604	RORC	15.397940008672034	2012-11-01	23128233			6097	6097	12924.0	21442.0	34366.0	1	chr1	150059608	150075690	28
DOID:0050589	inflammatory bowel disease	rs7404095	PRKCB	9.0	2012-11-01	23128233			5579	5579	12924.0	21442.0	34366.0	1	chr16	23733918	23811451	29
DOID:0050589	inflammatory bowel disease	rs2823286	Intergenic	29.045757490560675	2012-11-01	23128233	8204	343727			12924.0	21442.0	34366.0	1	chr21	15703007	15760533	30
DOID:0050589	inflammatory bowel disease	rs6568421	Intergenic	19.096910013008056	2012-11-01	23128233	728010	639			12924.0	21442.0	34366.0	1	chr6	106541718	106610385	31
DOID:0050589	inflammatory bowel disease	rs11230563	CD6	12.045757490560675	2012-11-01	23128233			923	923	12924.0	21442.0	34366.0	1	chr11	60532785	60574752	32
DOID:0050589	inflammatory bowel disease	rs11230563	CD5	12.045757490560675	2012-11-01	23128233			923	921	12924.0	21442.0	34366.0	1	chr11	60532785	60574752	32
DOID:0050589	inflammatory bowel disease	rs11230563	PTGDR2	12.045757490560675	2012-11-01	23128233			923	11251	12924.0	21442.0	34366.0	1	chr11	60532785	60574752	32
DOID:0050589	inflammatory bowel disease	rs11741861	IRGM	36.522878745280345	2012-11-01	23128233			91975	345611	12924.0	21442.0	34366.0	1	chr5	150150036	150315475	33
DOID:0050589	inflammatory bowel disease	rs11741861	TNIP1	36.522878745280345	2012-11-01	23128233			91975	10318	12924.0	21442.0	34366.0	1	chr5	150150036	150315475	33
DOID:0050589	inflammatory bowel disease	rs11741861	ZNF300P1	36.522878745280345	2012-11-01	23128233			91975	134466	12924.0	21442.0	34366.0	1	chr5	150150036	150315475	33
DOID:0050589	inflammatory bowel disease	rs2412970	LIF	13.522878745280336	2012-11-01	23128233			150280	3976	12924.0	21442.0	34366.0	1	chr22	28473693	28922487	34
DOID:0050589	inflammatory bowel disease	rs2412970	MTMR3	13.522878745280336	2012-11-01	23128233			150280	8897	12924.0	21442.0	34366.0	1	chr22	28473693	28922487	34
DOID:0050589	inflammatory bowel disease	rs2412970	OSM	13.522878745280336	2012-11-01	23128233			150280	5008	12924.0	21442.0	34366.0	1	chr22	28473693	28922487	34
DOID:0050589	inflammatory bowel disease	rs2412973	HORMAD2	8.698970004336019	2009-11-15	19915574			150280	150280	2413.0	6158.0	8571.0	1	chr22	28473693	28922487	34
DOID:0050589	inflammatory bowel disease	rs2412973	LIF	8.698970004336019	2009-11-15	19915574			150280	3976	2413.0	6158.0	8571.0	1	chr22	28473693	28922487	34
DOID:0050589	inflammatory bowel disease	rs2412973	MTMR3	8.698970004336019	2009-11-15	19915574			150280	8897	2413.0	6158.0	8571.0	1	chr22	28473693	28922487	34
DOID:0050589	inflammatory bowel disease	rs2472649	PF4	7.522878745280337	2012-11-01	23128233	5473	6374		5196	12924.0	21442.0	34366.0	1	chr4	74997099	75094577	35
DOID:0050589	inflammatory bowel disease	rs2472649	CXCL1	7.522878745280337	2012-11-01	23128233	5473	6374		2919	12924.0	21442.0	34366.0	1	chr4	74997099	75094577	35
DOID:0050589	inflammatory bowel disease	rs2472649	CXCL2	7.522878745280337	2012-11-01	23128233	5473	6374		2920	12924.0	21442.0	34366.0	1	chr4	74997099	75094577	35
DOID:0050589	inflammatory bowel disease	rs2472649	CXCL3	7.522878745280337	2012-11-01	23128233	5473	6374		2921	12924.0	21442.0	34366.0	1	chr4	74997099	75094577	35
DOID:0050589	inflammatory bowel disease	rs2472649	CXCL5	7.522878745280337	2012-11-01	23128233	5473	6374		6374	12924.0	21442.0	34366.0	1	chr4	74997099	75094577	35
DOID:0050589	inflammatory bowel disease	rs2472649	CXCL6	7.522878745280337	2012-11-01	23128233	5473	6374		6372	12924.0	21442.0	34366.0	1	chr4	74997099	75094577	35
DOID:0050589	inflammatory bowel disease	rs2472649	IL8	7.522878745280337	2012-11-01	23128233	5473	6374		3576	12924.0	21442.0	34366.0	1	chr4	74997099	75094577	35
DOID:0050589	inflammatory bowel disease	rs2472649	PF4V1	7.522878745280337	2012-11-01	23128233	5473	6374		5197	12924.0	21442.0	34366.0	1	chr4	74997099	75094577	35
DOID:0050589	inflammatory bowel disease	rs3197999	BSN	47.0	2012-11-01	23128233			4485	8927	12924.0	21442.0	34366.0	1	chr3	49297031	49771395	36
DOID:0050589	inflammatory bowel disease	rs3197999	GPX1	47.0	2012-11-01	23128233			4485	2876	12924.0	21442.0	34366.0	1	chr3	49297031	49771395	36
DOID:0050589	inflammatory bowel disease	rs3197999	IP6K1	47.0	2012-11-01	23128233			4485	9807	12924.0	21442.0	34366.0	1	chr3	49297031	49771395	36
DOID:0050589	inflammatory bowel disease	rs3197999	IP6K2	47.0	2012-11-01	23128233			4485	51447	12924.0	21442.0	34366.0	1	chr3	49297031	49771395	36
DOID:0050589	inflammatory bowel disease	rs3197999	MST1	47.0	2012-11-01	23128233			4485	4485	12924.0	21442.0	34366.0	1	chr3	49297031	49771395	36
DOID:0050589	inflammatory bowel disease	rs3197999	MST1R	47.0	2012-11-01	23128233			4485	4486	12924.0	21442.0	34366.0	1	chr3	49297031	49771395	36
DOID:0050589	inflammatory bowel disease	rs3197999	PFKFB4	47.0	2012-11-01	23128233			4485	5210	12924.0	21442.0	34366.0	1	chr3	49297031	49771395	36
DOID:0050589	inflammatory bowel disease	rs3197999	UCN2	47.0	2012-11-01	23128233			4485	90226	12924.0	21442.0	34366.0	1	chr3	49297031	49771395	36
DOID:0050589	inflammatory bowel disease	rs3197999	USP4	47.0	2012-11-01	23128233			4485	7375	12924.0	21442.0	34366.0	1	chr3	49297031	49771395	36
DOID:0050589	inflammatory bowel disease	rs559928	CCDC88B	10.397940008672037	2012-11-01	23128233	100302280	55867		283234	12924.0	21442.0	34366.0	1	chr11	63639791	63949994	37
DOID:0050589	inflammatory bowel disease	rs559928	FLRT1	10.397940008672037	2012-11-01	23128233	100302280	55867		23769	12924.0	21442.0	34366.0	1	chr11	63639791	63949994	37
DOID:0050589	inflammatory bowel disease	rs559928	RPS6KA4	10.397940008672037	2012-11-01	23128233	100302280	55867		8986	12924.0	21442.0	34366.0	1	chr11	63639791	63949994	37
DOID:0050589	inflammatory bowel disease	rs559928	TRPT1	10.397940008672037	2012-11-01	23128233	100302280	55867		83707	12924.0	21442.0	34366.0	1	chr11	63639791	63949994	37
DOID:0050589	inflammatory bowel disease	rs4256159	Intergenic	14.045757490560675	2012-11-01	23128233	131185	131096			12924.0	21442.0	34366.0	1	chr3	18674981	18800673	38
DOID:0050589	inflammatory bowel disease	rs4409764	NKX2-3	54.0	2012-11-01	23128233	2805	159296		159296	12924.0	21442.0	34366.0	1	chr10	101263536	101310602	39
DOID:0050589	inflammatory bowel disease	rs7495132	CRTC3	10.045757490560677	2012-11-01	23128233			64784	64784	12924.0	21442.0	34366.0	1	chr15	88944598	89017775	40
DOID:0050589	inflammatory bowel disease	rs194749	ZFP36L1	9.522878745280336	2012-11-01	23128233	677	90352		677	12924.0	21442.0	34366.0	1	chr14	68301617	68377238	41
DOID:0050589	inflammatory bowel disease	rs6545800	ADCY3	15.221848749616356	2012-11-01	23128233			109	109	12924.0	21442.0	34366.0	1	chr2	24928378	25045249	42
DOID:0050589	inflammatory bowel disease	rs3091316	CCL11	26.0	2012-11-01	23128233	6347	6354		6356	12924.0	21442.0	34366.0	1	chr17	29587944	29664138	43
DOID:0050589	inflammatory bowel disease	rs3091316	CCL13	26.0	2012-11-01	23128233	6347	6354		6357	12924.0	21442.0	34366.0	1	chr17	29587944	29664138	43
DOID:0050589	inflammatory bowel disease	rs3091316	CCL2	26.0	2012-11-01	23128233	6347	6354		6347	12924.0	21442.0	34366.0	1	chr17	29587944	29664138	43
DOID:0050589	inflammatory bowel disease	rs11010067	CREM	24.69897000433602	2012-11-01	23128233	646218	8453		1390	12924.0	21442.0	34366.0	1	chr10	35296966	35594060	44
